table_name,column_name,data_type_left,__key,data_type_right,db2_type_raw,pg_type_raw,db2_type_norm,pg_type_norm,notes
tarea_localizacion_festivo,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_festivo||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_historico||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_historico||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_historico||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,std_id_country,VARGRAPHIC(4 codeunits16),tarea_localizacion_historico||std_id_country,varchar(4),VARGRAPHIC(4 codeunits16),varchar(4),vargraphic(4),varchar(4),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_historico||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,std_id_sub_geo_div,VARGRAPHIC(8 codeunits16),tarea_localizacion_historico||std_id_sub_geo_div,varchar(8),VARGRAPHIC(8 codeunits16),varchar(8),vargraphic(8),varchar(8),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_historico,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_historico||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_jornada,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_jornada||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_jornada,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_jornada||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_jornada,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_jornada||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_jornada,id_tarea_localizacion_jornada,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_localizacion_jornada||id_tarea_localizacion_jornada,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_localizacion_online_historico,ccl_id_cadena,VARGRAPHIC(24 codeunits16),tarea_localizacion_online_historico||ccl_id_cadena,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_online_historico,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_online_historico||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_online_historico,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_online_historico||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_online_historico,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_online_historico||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_persona_jornada||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_jornada||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_jornada||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_jornada||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_persona_jornada||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_jornada,id_tarea_localizacion_persona_jornada,BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),tarea_localizacion_persona_jornada||id_tarea_localizacion_persona_jornada,bigint generated always as identity (start with 1),BIGINT generated always as identity (start with 1 minvalue -9223372036854775808),bigint generated always as identity (start with 1),bigint generated always as identity(start with 1 minvalue -9223372036854775808),bigint generated always as identity(start with 1),
tarea_localizacion_persona_jornada,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_jornada||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_persona_presencia||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_presencia||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_presencia||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_presencia||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_persona_presencia||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_presencia,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_presencia||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_venta,ccl_id_cadena,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_venta||ccl_id_cadena,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_venta,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_venta||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_venta,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_venta||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_persona_venta,ccl_id_seccion,VARGRAPHIC(24 codeunits16),tarea_localizacion_persona_venta||ccl_id_seccion,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presencia,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_presencia||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presencia,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_presencia||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presencia,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_presencia||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_presupuesto||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,icm_ordinal,VARGRAPHIC(12 codeunits16),tarea_localizacion_presupuesto||icm_ordinal,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,std_id_leg_ent,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto||std_id_leg_ent,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto,std_id_work_locat,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto||std_id_work_locat,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto_venta,ccl_id_cadena,VARGRAPHIC(12 codeunits16),tarea_localizacion_presupuesto_venta||ccl_id_cadena,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto_venta,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto_venta||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto_venta,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_presupuesto_venta||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto_venta,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_presupuesto_venta||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_presupuesto_venta,icm_ordinal,VARGRAPHIC(12 codeunits16),tarea_localizacion_presupuesto_venta||icm_ordinal,varchar(12),VARGRAPHIC(12 codeunits16),varchar(12),vargraphic(12),varchar(12),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_venta,ccl_id_cadena,VARGRAPHIC(24 codeunits16),tarea_localizacion_venta||ccl_id_cadena,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_venta,ccl_id_cod_origen,VARGRAPHIC(24 codeunits16),tarea_localizacion_venta||ccl_id_cod_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_localizacion_venta,ccl_id_seccion,VARGRAPHIC(2 codeunits16),tarea_localizacion_venta||ccl_id_seccion,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_ausencia_historico,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_persona_ausencia_historico||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_ausencia_historico,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_ausencia_historico||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_ausencia_historico,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_ausencia_historico||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_coeficiente,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_coeficiente||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_coeficiente,std_id_hr,VARGRAPHIC(9 codeunits16),tarea_persona_coeficiente||std_id_hr,varchar(9),VARGRAPHIC(9 codeunits16),varchar(9),vargraphic(9),varchar(9),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_coeficiente,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_coeficiente||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,ccl_id_origen,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||ccl_id_origen,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,ccl_id_person,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||ccl_id_person,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,ccl_id_seccion_efectiva,VARGRAPHIC(2 codeunits16),tarea_persona_estructura||ccl_id_seccion_efectiva,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,ccl_id_seccion_estructura,VARGRAPHIC(2 codeunits16),tarea_persona_estructura||ccl_id_seccion_estructura,varchar(2),VARGRAPHIC(2 codeunits16),varchar(2),vargraphic(2),varchar(2),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,icm_grupo_manual,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||icm_grupo_manual,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,icm_id_tp_calculo,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||icm_id_tp_calculo,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,icm_id_tp_comision,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||icm_id_tp_comision,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,std_id_hr,VARGRAPHIC(9 codeunits16),tarea_persona_estructura||std_id_hr,varchar(9),VARGRAPHIC(9 codeunits16),varchar(9),vargraphic(9),varchar(9),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura,std_or_hr_period,VARGRAPHIC(24 codeunits16),tarea_persona_estructura||std_or_hr_period,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento,ccl_id_cod_origen_destino,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento||ccl_id_cod_origen_destino,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
tarea_persona_estructura_desplazamiento,ccl_id_puesto_destino,VARGRAPHIC(24 codeunits16),tarea_persona_estructura_desplazamiento||ccl_id_puesto_destino,varchar(24),VARGRAPHIC(24 codeunits16),varchar(24),vargraphic(24),varchar(24),Encoding/length: DB2 VARGRAPHIC uses UTF-16 code units; PG varchar uses character count (UTF-8). Check max lengths.; Verify VARGRAPHIC→VARCHAR lengths after encoding change (UTF-16→UTF-8).
